Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
12/15/92,,170,170,170,1,100,17000
11/13/92,,182,182,182,1,100,18200
11/11/92,,180,180,180,1,100,18000
11/10/92,,180,180,180,2,200,36000
11/6/92,,180,180,180,1,400,72000
10/21/92,,200,200,200,3,1400,280000
10/9/92,,200,200,200,1,100,20000
10/8/92,,200,200,200,3,300,60000
9/21/92,,197.75,197.75,197.75,1,100,19775
8/11/92,,180,180,180,1,300,54000
8/7/92,,180,180,180,2,350,63000
8/6/92,,180,180,180,1,100,18000
7/1/92,,199.75,199.75,199.75,1,5000,998750
6/30/92,,200,199.75,200,4,5600,1119500
6/11/92,,200,200,200,1,100,20000
6/1/92,,200,200,200,1,100,20000
5/20/92,,200,200,200,2,1850,370000
5/19/92,,198,198,198,2,150,29700
5/12/92,,0,,0,1,3,660
4/28/92,,220,220,220,1,200,44000
4/24/92,,216,216,216,1,100,21600
4/22/92,,210,210,210,1,100,21000
3/19/92,,0,,0,0,0,0
3/13/92,,205,205,205,2,350,71750
3/11/92,,210,210,210,1,500,105000
3/9/92,,210,210,210,1,3000,630000
1/29/92,,335,335,335,1,100,33500
1/22/92,,350,350,350,1,100,35000
1/17/92,,350,350,350,1,300,105000
12/30/91,,350,350,350,2,300,105000
12/27/91,,325.25,315,325.25,3,300,96550
12/24/91,,305,303,305,2,200,60700
12/23/91,,200,200,200,1,200,40000
12/16/91,,200,200,200,1,100,20000
10/17/91,,150,150,150,1,100,15000
10/16/91,,148,148,148,1,50,7400
10/11/91,,132.25,132.25,132.25,3,200,26450
10/10/91,,130.25,130.25,130.25,2,200,26050
8/21/91,,130,130,130,0,0,0
